"vague","grappe","s00q00","s00q02","s00q03","s00q04__1","s00q04__2","s00q04__3","s00q04__4","s00q04__5","s00q04__6","s00q04__7","s00q04__8","s00q04__9","s00q04__10","s00q04__11","s00q04__12","s00q04_autre","s00q05","s00q06"
2,458,8,2,50,0,0,0,2,0,0,0,0,0,0,1,0,,35,4
2,458,2,2,56,0,0,0,0,0,0,0,0,0,0,1,0,,56,4
2,458,4,1,30,0,0,0,0,0,0,0,0,1,0,0,0,"PRESIDENT ASC",30,3
2,458,6,1,33,0,0,1,0,0,0,0,0,0,0,0,0,,33,4
2,458,5,1,45,0,0,0,0,1,0,0,0,0,0,0,0,,45,3
2,458,7,2,38,0,0,0,1,0,0,0,0,0,0,0,0,,38,4
2,458,1,1,41,1,0,0,0,0,0,0,0,0,0,0,0,,41,5
2,458,3,2,54,0,0,0,0,0,0,0,0,0,1,0,0,,54,3
1,459,4,1,37,0,0,1,0,0,0,0,0,0,0,0,0,,10,3
1,459,3,1,53,0,0,1,0,0,0,0,0,2,0,0,0,"Secretaire general Mouvement pour le Developement  de Gourel Serigne  je m engage",25,5
1,459,6,2,50,0,0,0,0,0,0,0,0,0,0,1,0,,50,2
1,459,2,1,61,0,1,0,0,0,0,0,0,0,0,0,0,,61,3
1,459,1,1,63,1,0,0,0,0,0,0,0,0,0,0,0,,63,3
1,459,5,2,49,0,1,0,0,0,0,0,0,0,0,0,0,,21,2
2,460,6,1,38,0,0,0,0,0,0,0,0,0,1,0,0,,38,3
2,460,7,1,59,0,1,0,0,0,0,0,0,0,0,0,0,,33,3
2,460,3,2,58,0,0,0,0,0,0,0,0,0,0,1,0,,58,2
2,460,5,2,46,0,0,0,1,0,0,0,0,0,0,0,0,,46,3
2,460,4,2,27,0,0,1,0,0,0,0,0,0,0,0,0,,13,4
2,460,1,1,51,1,0,0,0,0,0,0,0,0,0,0,0,,43,1
2,460,8,1,52,0,2,0,0,0,1,0,0,0,0,0,0,,20,3
2,460,2,2,48,0,0,0,0,0,0,0,0,0,1,0,0,,48,3
1,461,1,1,53,1,0,0,0,0,0,0,0,0,0,0,0,,15,2
1,461,8,1,35,0,0,0,0,0,0,1,0,0,0,0,0,,15,1
1,461,5,2,22,0,0,0,0,0,0,0,0,1,0,0,0,"MEMBRE ASC",22,3
1,461,4,2,55,0,1,0,0,0,0,0,0,0,0,0,0,,40,2
1,461,9,2,43,0,1,0,0,0,0,0,0,0,0,0,0,,22,3
1,461,3,1,60,0,1,0,0,0,0,0,0,0,0,0,0,,5,1
1,461,2,1,72,1,0,0,0,0,0,0,0,0,0,0,0,,38,1
1,461,7,1,28,0,0,0,0,0,0,0,0,1,0,0,0,"Chauffeur mecanicien",28,4
1,461,6,1,23,0,1,0,0,0,0,0,0,0,0,0,0,,23,4
2,462,7,1,48,0,2,0,0,0,0,0,0,1,0,0,0,"SECRETAIRE DU COMITE DE DON DE SANG",48,3
2,462,2,2,54,0,0,0,0,0,0,0,0,0,1,0,0,,54,3
2,462,3,1,53,0,0,1,0,0,0,0,0,0,0,0,0,,28,5
2,462,4,1,38,0,0,0,0,0,0,0,0,0,0,1,0,,38,3
2,462,1,1,65,1,0,0,0,0,0,0,0,0,0,0,0,,65,4
2,462,6,1,30,0,0,0,0,0,0,0,0,1,0,0,0,"PRESIDENT ASC",30,4
2,462,5,1,60,0,2,1,0,0,0,0,0,0,0,0,0,,39,5
1,463,5,1,75,0,0,1,0,0,0,0,0,0,0,0,0,,21,4
1,463,4,1,58,0,0,0,0,0,0,0,0,1,0,0,0,"Habitant du quartier",14,1
1,463,2,1,63,2,0,0,0,0,0,0,0,1,0,0,0,"délégué de quarter",27,5
1,463,3,2,35,0,0,0,0,0,0,0,0,1,0,0,0,"conseillere minucipalle",32,1
1,463,8,1,73,0,1,0,0,0,0,0,0,0,0,0,0,,29,1
1,463,6,1,44,0,0,0,0,0,0,0,0,0,1,0,0,,25,1
1,463,7,2,28,0,0,1,0,0,0,0,0,0,0,0,0,,3,4
1,463,10,1,65,0,1,0,0,0,0,0,0,0,0,0,0,,33,1
1,463,9,1,35,0,0,0,0,0,0,0,0,1,0,0,0,"jeune du village",5,5
1,463,1,1,68,1,0,0,0,0,0,0,0,0,0,0,0,,23,1
2,464,7,2,59,0,0,0,0,0,0,0,0,0,1,0,0,,37,2
2,464,3,1,53,0,1,0,0,0,0,0,0,0,0,0,0,,53,1
2,464,5,1,63,0,1,0,0,0,0,0,0,0,0,0,0,,35,1
2,464,1,1,72,1,0,0,0,0,0,0,0,0,0,0,0,,72,2
2,464,2,1,70,0,1,0,0,0,0,0,0,0,0,0,0,,70,2
2,464,4,1,60,0,1,0,0,0,0,0,0,0,0,0,0,,42,1
2,464,6,2,39,0,0,0,0,0,0,0,0,0,0,1,0,,39,2
1,465,5,2,64,0,0,0,0,0,0,0,0,0,0,1,0,,64,1
1,465,1,1,78,1,0,0,0,0,0,0,0,0,0,0,0,,70,1
1,465,3,1,45,0,0,0,0,0,0,0,0,1,0,0,0,"directeur decole",45,5
1,465,2,1,35,0,1,0,0,2,0,0,0,0,0,0,0,,35,2
1,465,4,2,50,0,0,0,0,0,0,0,0,1,0,0,0,"groupement  feminine",50,1
1,465,6,1,45,0,0,0,0,2,0,0,0,1,0,0,0,"comite de sante du village",45,2
1,465,7,1,35,0,0,0,0,1,0,0,0,0,0,0,0,,9,1
1,466,7,1,75,0,1,0,0,0,0,0,0,0,0,0,0,,75,1
1,466,2,1,73,1,0,0,0,0,0,0,2,0,0,0,0,,31,1
1,466,3,1,66,0,1,0,0,0,0,0,0,0,0,0,0,,15,2
1,466,5,1,56,0,0,0,0,0,0,1,0,0,0,0,0,,34,1
1,466,4,1,73,0,1,0,0,0,0,0,0,0,0,0,0,,22,1
1,466,1,1,84,1,0,0,0,0,0,0,0,0,0,0,0,,32,2
1,466,6,2,38,0,0,1,0,0,0,0,0,0,0,0,0,,17,3
2,467,14,1,70,0,0,0,0,0,0,1,0,0,0,0,0,,70,1
2,467,1,1,63,1,0,0,0,0,0,0,0,0,0,0,0,,40,2
2,467,12,1,42,0,0,0,0,0,0,0,0,1,0,0,0,"CONSEILLER MUNICIPAL",40,4
2,467,9,2,64,0,0,0,0,0,0,0,0,0,0,1,0,,60,1
2,467,8,2,55,0,0,0,0,0,0,0,0,0,0,1,0,,50,2
2,467,13,2,52,0,0,0,0,0,0,0,0,1,0,0,0,"PRESIDENT ASSOCIATION PARENTS D'ELEVES",52,3
2,467,16,2,65,0,0,0,0,0,0,0,0,1,0,0,0,"PRESIDENT GROUPEMENT FEMININ",65,1
2,467,3,1,75,0,1,0,0,0,0,0,0,0,0,0,0,,70,1
2,467,10,1,35,0,0,0,0,0,0,0,0,1,0,0,0,"PRESIDENT ASSOCIATION JEUNESSE",35,3
2,467,15,1,42,0,0,0,0,0,0,0,0,1,0,0,0,"PRESIDENT COMITE SANTE",35,4
2,467,5,1,83,0,1,0,0,0,0,0,0,0,0,0,0,,75,1
2,467,2,1,82,0,1,0,0,0,0,0,0,0,0,0,0,,60,1
2,467,11,1,50,0,0,0,0,0,0,0,0,1,0,0,0,"PRESIDENT COOPÉRATIVE AGRICOLE",50,2
2,467,7,2,69,0,0,0,0,0,0,0,0,0,0,1,0,,60,2
2,467,4,1,79,0,1,0,0,0,0,0,0,0,0,0,0,,70,1
1,468,1,1,78,1,0,0,0,0,0,0,0,0,0,0,0,,78,1
1,468,9,1,53,0,0,0,0,1,0,0,0,0,0,0,0,,18,2
1,468,4,1,61,0,1,0,0,0,0,0,0,0,0,0,0,,61,1
1,468,10,1,73,0,1,0,0,0,0,0,0,2,0,0,0,"Prisident asociation des parents d'eleves",35,1
1,468,8,1,62,0,0,0,0,0,0,1,0,0,0,0,0,,15,1
1,468,5,1,67,0,1,0,0,0,0,0,0,0,0,0,0,,32,1
1,468,3,2,45,0,0,0,0,0,0,0,0,0,0,1,0,,20,3
1,468,7,1,55,0,0,0,0,0,0,0,0,1,0,0,0,"Habitant du village",55,1
1,468,2,2,36,0,0,0,0,0,0,0,0,1,0,0,0,"femme du village",21,1
1,468,6,1,36,0,0,0,0,0,0,1,0,0,0,0,0,,36,1
2,469,4,2,41,0,0,0,0,0,0,0,0,1,2,0,0,"secretaire groupemet fèminin",29,4
2,469,8,2,45,0,0,0,0,0,0,0,0,0,1,0,0,,45,2
2,469,2,2,44,0,0,0,0,0,0,0,0,0,0,1,0,,44,3
2,469,6,2,56,0,0,0,0,0,0,0,0,0,1,2,0,,37,3
2,469,5,2,60,0,0,0,0,0,0,0,0,0,0,1,0,,60,3
2,469,7,2,38,0,0,1,0,0,0,0,0,0,0,0,0,,19,4
2,469,1,1,66,1,0,0,0,0,0,0,0,0,0,0,0,,5,4
2,469,3,1,67,0,2,0,0,0,0,0,0,1,0,0,0,"PRESIDENT COMITE DU FORAGE",35,2
1,470,3,1,46,0,0,1,0,0,0,2,0,0,0,0,0,,18,3
1,470,7,1,46,0,0,0,0,0,0,0,0,1,0,0,0,"Immigré ressortissant du village",25,2
1,470,6,1,62,0,1,0,0,0,0,0,0,0,0,0,0,,32,1
1,470,5,2,35,0,0,0,1,0,0,0,0,0,0,0,0,,13,5
1,470,1,1,72,1,0,0,0,0,0,0,0,0,0,0,0,,70,1
1,470,2,1,52,0,0,0,0,0,0,0,0,1,0,0,0,"Habitant du quartier",8,2
1,470,4,1,68,0,1,0,0,0,0,0,0,0,0,0,0,,25,1
2,471,5,2,46,0,0,0,0,0,0,0,0,0,0,1,0,,46,2
2,471,2,1,59,0,1,0,0,0,0,0,0,0,0,0,0,,59,4
2,471,4,1,34,0,0,0,0,0,0,0,0,1,0,0,0,"COMITE DE GESTION DU POSTE DE SANTE",34,3
2,471,6,1,52,0,1,0,0,0,0,0,0,2,0,0,0,"PRESIDENT APE",52,4
2,471,8,2,47,0,0,0,0,0,0,0,0,1,0,0,0,"PRESIDENTE GROUPEMENT FEMININ",47,3
2,471,3,1,41,0,0,1,0,0,0,0,0,0,0,0,0,,15,5
2,471,7,1,50,0,0,0,0,0,0,0,0,1,0,0,0,"PRESIDENT COOPERATIVE AGRICOLE",50,3
2,471,1,1,81,1,0,0,0,0,0,0,0,0,0,0,0,,81,3
1,472,2,1,58,0,1,0,0,0,0,0,0,0,0,0,0,,5,2
1,472,8,2,44,0,0,0,0,0,0,0,0,0,0,1,0,,44,1
1,472,4,1,44,0,0,0,0,0,0,0,0,1,0,0,0,"Secretaire forage",9,3
1,472,6,1,71,0,0,0,0,0,0,1,0,0,0,0,0,,6,1
1,472,5,1,44,0,1,0,0,0,0,0,0,0,0,0,0,,44,1
1,472,9,1,60,0,1,0,0,0,0,0,0,0,0,0,0,,60,1
1,472,3,1,47,0,1,0,0,0,0,0,0,0,0,0,0,,47,2
1,472,7,2,71,0,0,0,0,0,0,0,0,0,1,0,0,,71,1
1,472,1,1,51,1,0,0,0,0,0,0,0,0,0,0,0,,51,3
2,473,3,1,33,0,0,0,0,0,0,0,0,1,0,0,0,"PRESIDENT COMMISSION DE GESTION DU FORAGE",33,4
2,473,7,1,60,0,1,0,0,0,0,0,0,0,0,0,0,,60,2
2,473,9,2,43,0,0,0,1,0,0,0,0,0,0,2,0,,43,4
2,473,4,1,40,0,0,0,0,0,0,0,0,1,0,0,0,"SECRETAIRE GENERAL COMITE DE DEVELOPPEMENT DU VILLAGE",40,3
2,473,1,1,64,1,0,0,0,0,0,0,0,0,0,0,0,,64,3
2,473,8,1,69,0,1,0,0,0,0,0,0,0,0,0,0,,69,1
2,473,2,1,38,0,0,0,0,0,0,0,0,1,0,0,0,"COMMERÇANT",38,2
2,473,10,1,37,0,0,1,0,0,0,0,0,0,0,0,0,,37,5
2,473,5,1,57,0,1,0,0,0,0,0,0,0,0,0,0,,57,2
2,473,6,1,64,0,1,0,0,0,0,0,0,0,0,0,0,,64,1
1,474,7,1,57,0,1,0,0,0,0,0,0,0,0,0,0,,30,1
1,474,6,1,73,0,1,0,0,0,0,0,0,0,0,0,0,,30,1
1,474,1,1,43,1,0,0,0,0,0,0,0,0,0,0,0,,30,1
1,474,4,1,30,0,0,0,0,0,0,0,0,1,0,0,0,"jeunesse",30,1
1,474,8,2,50,0,0,0,0,0,0,0,0,2,0,1,0,"vice President  du comite feminine",30,1
1,474,9,1,39,0,0,1,0,0,0,0,0,0,0,0,0,,2,5
1,474,2,1,51,0,1,0,0,0,0,0,0,2,0,0,0,"comite de gestion de l'ecole",30,1
1,474,3,1,23,0,0,0,0,0,0,0,0,1,0,0,0,"comite de jeunesse",23,1
1,474,5,1,30,0,0,0,0,0,0,0,0,1,0,0,0,"president du comite sportif",30,1
2,475,2,1,38,0,1,0,0,0,0,0,0,0,0,0,0,,38,1
2,475,1,1,69,1,0,0,0,0,0,0,0,0,0,0,0,,50,1
2,475,6,2,28,0,0,0,0,0,0,0,0,0,1,0,0,,28,1
2,475,4,1,56,0,1,0,0,0,0,0,0,0,0,0,0,,56,1
2,475,5,1,50,0,1,0,0,0,0,0,0,0,0,0,0,,37,1
2,475,3,1,71,1,0,0,0,0,0,0,0,0,0,0,0,,48,1
2,476,5,2,36,0,0,0,0,0,0,0,0,0,0,1,0,,30,2
2,476,4,2,32,0,0,0,0,0,0,0,0,0,1,0,0,,25,3
2,476,2,1,41,0,0,0,0,0,0,0,0,1,0,0,0,"Association des parents d'eleves",41,2
2,476,1,1,76,0,1,0,0,0,0,0,0,0,0,0,0,,50,1
2,476,3,1,45,0,0,0,0,0,0,1,0,0,0,0,0,,45,1
1,477,3,2,47,0,0,0,0,0,0,0,0,1,0,0,0,"presidente du comite de gestion de l'ecole",47,1
1,477,4,1,53,0,0,1,0,0,0,0,0,0,0,0,0,,5,5
1,477,6,1,54,0,0,0,0,1,0,0,0,0,0,0,0,,54,2
1,477,1,1,63,1,0,0,0,0,0,0,0,0,0,0,0,,63,1
1,477,7,1,56,0,0,0,0,1,0,0,0,0,0,0,0,,56,2
1,477,5,1,38,0,1,0,0,0,0,0,0,0,0,0,0,,38,2
1,477,2,1,65,0,1,0,0,0,0,0,0,0,0,0,0,,65,1
1,477,8,2,47,0,1,0,0,0,0,0,0,0,0,0,0,,47,2
2,478,1,1,70,0,1,0,0,0,0,0,0,0,0,0,0,,70,1
2,478,7,1,58,0,1,0,0,0,0,0,0,0,0,0,0,,58,2
2,478,4,1,59,0,1,0,0,0,0,0,0,0,0,0,0,,59,1
2,478,3,1,61,0,1,0,0,0,0,0,0,0,0,0,0,,61,1
2,478,2,1,62,0,1,0,0,0,0,0,0,0,0,0,0,,27,2
2,478,6,1,74,0,1,0,0,0,0,0,0,0,0,0,0,,74,1
2,478,5,1,72,0,1,0,0,0,0,0,0,0,0,0,0,,70,3
1,479,3,1,63,0,1,0,0,0,0,0,0,0,0,0,0,,63,1
1,479,6,1,63,0,1,0,0,0,0,0,0,0,0,0,0,,63,1
1,479,4,1,68,0,1,0,0,0,0,0,0,0,0,0,0,,30,1
1,479,1,1,65,1,0,0,0,0,0,2,0,0,0,0,0,,65,1
1,479,5,1,41,0,0,0,1,0,0,0,0,0,0,0,0,,13,5
1,479,2,1,40,0,1,0,0,0,0,0,0,0,0,0,0,,40,1
2,480,7,1,56,0,0,0,0,0,0,1,0,0,0,0,0,,18,1
2,480,8,1,52,0,1,0,0,0,0,0,0,0,0,0,0,,22,1
2,480,4,2,46,0,1,0,0,0,0,0,0,0,0,0,0,,20,1
2,480,1,1,62,1,0,0,0,0,0,0,0,0,0,0,0,,24,1
2,480,3,1,64,0,1,0,0,0,0,0,0,0,0,0,0,,14,1
2,480,5,2,46,0,1,0,0,0,0,0,0,0,0,0,0,,24,1
2,480,6,1,25,0,0,0,0,0,0,0,0,1,0,0,0,"jeunesse",25,5
2,480,2,1,62,0,1,0,0,0,0,0,0,0,0,0,0,,20,1
1,481,8,1,56,0,1,0,0,0,0,0,0,0,0,0,0,,56,1
1,481,7,1,69,0,1,0,0,0,0,0,0,0,0,0,0,,69,1
1,481,4,1,56,0,0,1,0,0,0,0,0,0,0,0,0,,20,5
1,481,5,1,45,0,0,0,0,0,0,1,0,0,0,0,0,,45,1
1,481,2,1,27,0,0,0,0,0,0,0,0,1,0,0,0,"fils du chef de quartier et il lassiste du fait de son age",27,4
1,481,3,2,50,0,0,0,0,0,0,0,0,0,0,1,0,,50,2
1,481,1,1,95,1,0,0,0,0,0,0,0,0,0,0,0,,80,1
1,481,6,1,25,0,0,0,0,0,0,0,0,1,0,0,0,"comite sportif",25,3
2,482,2,1,58,0,1,0,0,0,0,0,0,2,0,0,0,"PRESIDENT APE ECOLE II",44,4
2,482,7,2,39,0,0,0,0,0,0,0,0,0,1,0,0,,39,4
2,482,8,1,65,0,1,0,0,0,0,0,0,0,0,0,0,,65,1
2,482,6,2,44,0,0,0,0,0,0,0,0,0,0,1,0,,44,3
2,482,1,1,66,1,0,0,0,0,0,0,0,2,0,0,0,"PRESIDENT APE",66,2
2,482,4,1,61,0,1,0,0,0,0,0,0,2,0,0,0,"PRESIDENT COOPERATIVE AGRICOLE",49,2
2,482,9,1,52,0,0,0,0,0,0,0,0,1,0,0,0,"PROVISEUR DU LYCEE",6,5
2,482,3,1,53,0,1,0,0,0,0,0,0,2,0,0,0,"SECRETAIRE COMITE DE SANTE",53,3
2,482,5,1,39,0,0,1,0,0,0,0,0,0,0,0,0,,12,5
1,483,4,1,71,0,1,0,0,0,0,0,0,0,0,0,0,,71,1
1,483,2,1,32,0,0,0,0,0,0,0,0,1,0,0,0,"jeune du village",32,1
1,483,3,1,70,0,1,0,0,0,0,0,0,0,0,0,0,,70,1
1,483,6,1,67,0,1,0,0,0,0,0,0,0,0,0,0,,67,1
1,483,5,1,50,0,1,0,0,0,0,0,0,0,0,0,0,,50,1
1,483,1,1,69,1,0,0,0,0,0,0,0,0,0,0,0,,69,1
2,484,9,2,47,0,0,0,0,0,0,0,0,1,0,0,0,"PRESIDENTE GROUPEMENT FEMININ",36,3
2,484,3,1,59,0,1,0,0,0,0,0,0,0,0,0,0,,59,2
2,484,5,1,42,0,0,0,0,0,0,0,0,1,0,0,0,"PRESIDENT APE(PARENTS D ELEVES)",42,4
2,484,7,1,33,0,0,0,0,0,0,0,0,1,0,0,0,"RELAIS COMMUNAUTAIRE",20,4
2,484,6,2,37,0,0,0,0,0,0,0,0,0,0,1,0,,37,3
2,484,1,1,73,0,1,0,0,0,0,0,0,2,0,0,0,"REPRESENTANT CHEF DE VILLAGE",73,1
2,484,8,2,60,0,0,0,0,0,0,0,0,0,0,1,0,,60,1
2,484,4,1,55,0,0,0,0,0,0,0,0,1,0,0,0,"COMMISSION DE GESTION DE FORAGE",45,3
2,484,2,1,64,0,1,0,0,0,0,0,0,0,0,0,0,,33,1
1,485,3,1,79,0,1,0,0,0,0,0,0,0,0,0,0,,79,1
1,485,2,1,60,0,1,0,0,0,0,0,0,0,0,0,0,,60,2
1,485,4,1,71,0,1,0,0,0,0,0,0,0,0,0,0,,71,1
1,485,1,1,82,1,0,0,0,0,0,0,0,0,0,0,0,,82,1
1,485,6,1,46,0,0,1,0,0,0,0,0,0,0,0,0,,21,5
1,485,5,1,60,0,1,0,0,0,0,0,0,0,0,0,0,,60,1
2,486,6,1,57,0,1,0,0,0,0,0,0,2,0,0,0,"Prèsident coopèrative agricole",57,1
2,486,9,1,63,0,1,0,0,0,0,2,0,0,0,0,0,,40,3
2,486,4,1,33,0,0,1,0,0,0,0,0,0,0,0,0,,15,4
2,486,7,2,47,0,0,0,0,0,0,0,0,1,0,0,0,"PRESIDENTE GROUPEMENT FEMININ",47,3
2,486,8,1,55,0,1,0,0,0,0,0,0,0,0,0,0,,55,1
2,486,2,1,42,0,0,0,0,0,0,0,0,1,0,0,0,"GESTIONNAIRE DU FORAGE",33,2
2,486,3,1,50,0,1,0,0,0,0,0,0,2,0,0,0,"SECRETAIRE GENERAL commision gestion du poste de santè",50,2
2,486,10,1,50,0,0,0,0,0,1,0,0,0,0,0,0,,50,2
2,486,5,2,27,0,0,1,0,0,0,0,0,0,0,0,0,,27,3
2,486,1,1,54,1,0,0,0,0,0,0,0,0,0,0,0,,54,2
2,486,11,2,54,0,0,0,0,0,0,0,0,0,0,1,0,,54,3
1,487,4,2,70,0,0,0,0,0,0,0,0,1,0,0,0,"presidente du groupement feminin",70,1
1,487,3,1,70,1,0,0,0,0,0,0,0,0,0,0,0,,70,1
1,487,5,2,37,0,0,0,0,0,0,0,0,0,0,1,0,,37,1
1,487,2,1,35,0,1,0,0,0,0,0,0,0,0,0,0,,35,1
1,487,1,1,46,1,0,0,0,0,0,0,0,0,0,0,0,,46,1
2,488,5,1,63,0,1,0,0,0,0,0,0,0,0,0,0,,63,1
2,488,3,1,57,0,0,0,0,0,0,1,0,0,0,0,0,,57,1
2,488,2,1,48,0,1,0,0,0,0,0,0,0,0,0,0,,48,1
2,488,6,1,28,0,0,1,0,0,0,0,0,0,0,0,0,,1,4
2,488,1,1,67,1,0,0,0,0,0,0,0,0,0,0,0,,67,2
2,488,4,1,49,0,1,0,0,0,0,0,0,0,0,0,0,,49,1
2,488,7,1,39,0,0,0,0,0,0,0,0,1,0,0,0,"gestionnaire du forage",39,1
1,489,3,1,19,0,0,0,0,0,0,0,0,1,0,0,0,"Eleve",15,4
1,489,5,1,35,0,1,0,0,0,0,0,0,0,0,0,0,,35,1
1,489,7,1,64,0,0,0,0,0,0,0,1,0,0,0,0,,45,1
1,489,4,1,60,0,1,0,0,0,0,0,0,0,0,0,0,,45,1
1,489,1,1,42,1,0,0,0,0,0,0,0,0,0,0,0,,42,1
1,489,6,1,46,0,1,0,0,0,0,0,0,0,0,0,0,,40,1
1,489,2,1,35,0,0,1,0,0,0,0,0,0,0,0,0,,5,5
2,490,4,1,47,0,1,0,0,0,0,0,0,2,0,0,0,"MARABOUT TRADITIONNEL",47,1
2,490,2,2,50,0,0,0,0,0,0,0,0,1,0,0,0,"PRESIDENT GROUPEMENT FEMININ ET TRESORIERE COMITE ECOLE PRIMAIRE",50,1
2,490,3,2,55,0,0,0,0,0,0,0,0,0,0,1,0,,55,1
2,490,1,1,75,1,0,0,0,0,0,0,0,0,0,0,0,,70,1
1,491,1,1,70,1,0,0,0,0,0,0,0,0,0,0,0,,70,1
1,491,6,1,49,0,1,0,0,0,0,0,0,0,0,0,0,,49,1
1,491,2,1,50,0,0,0,0,0,0,0,0,0,0,0,1,,44,3
1,491,4,1,68,0,2,0,0,1,0,0,0,0,0,0,0,,68,1
1,491,3,1,51,0,1,0,0,0,0,0,0,0,0,0,0,,51,1
1,491,7,2,42,0,0,0,0,0,0,0,0,0,0,1,0,,42,3
1,491,8,2,24,0,2,0,0,0,0,0,0,0,1,0,0,,24,1
1,491,5,1,56,0,1,0,0,0,0,0,0,0,0,0,0,,56,1
2,492,5,1,28,0,0,0,0,0,0,0,0,1,0,0,0,"association  sportive",28,4
2,492,2,2,58,0,0,0,0,0,0,0,0,0,0,1,0,,15,2
2,492,3,2,50,0,0,0,0,0,0,0,0,1,0,0,0,"PRÉSIDENTE GROUPEMENT  FÉMININ",30,3
2,492,7,1,69,0,1,0,0,0,0,0,0,0,0,0,0,,10,1
2,492,4,2,45,0,0,0,0,0,0,0,0,1,0,0,0,"groupement des femmes",25,2
2,492,6,1,32,0,0,0,0,0,0,0,0,1,0,0,0,"association des jeunes",25,3
2,492,1,1,72,1,0,0,0,0,0,0,0,0,0,0,0,,65,1
1,493,2,1,33,0,0,1,0,0,0,0,0,0,0,0,0,,33,4
1,493,6,1,72,0,0,0,1,0,0,0,0,0,0,0,0,,22,3
1,493,8,1,69,0,1,0,0,0,0,0,0,0,0,0,0,,69,1
1,493,5,1,72,0,1,0,0,0,0,0,0,0,0,0,0,,72,1
1,493,1,1,76,1,0,0,0,0,0,0,0,0,0,0,0,,70,3
1,493,7,1,42,0,0,0,0,0,0,1,0,0,0,0,0,,42,1
1,493,4,1,63,0,1,0,0,0,0,0,0,0,0,0,0,,30,1
1,493,3,2,54,0,0,0,0,0,0,0,0,0,1,0,0,,54,3
2,494,6,1,28,0,0,0,0,0,0,0,0,1,0,0,0,"ASSOCIATION DES JEUNES",5,3
2,494,1,1,52,2,1,0,0,0,0,0,0,0,0,0,0,,7,5
2,494,3,2,56,0,0,0,0,0,0,0,0,0,0,1,0,,3,2
2,494,7,2,32,0,0,1,0,0,0,0,0,0,0,0,0,,2,4
2,494,2,2,38,0,0,0,0,0,0,0,0,1,0,0,0,"GROUPEMENT DES FEMME",3,3
2,494,4,2,39,0,0,0,1,0,0,0,0,0,0,0,0,,2,3
2,494,5,1,63,0,1,0,0,0,0,0,0,0,0,0,0,,12,3
1,495,11,2,27,0,1,0,0,0,0,0,0,0,0,0,0,,10,1
1,495,8,1,57,0,1,0,0,0,0,0,0,0,0,0,0,,40,3
1,495,9,1,42,0,0,0,1,0,0,0,0,0,0,0,0,,20,3
1,495,6,2,25,0,0,0,0,0,0,0,0,0,1,0,0,,8,3
1,495,4,2,63,0,0,0,0,0,0,0,0,0,1,0,0,,40,2
1,495,5,2,63,0,0,0,0,0,0,0,0,0,0,1,0,,50,1
1,495,3,1,66,0,1,0,0,0,0,0,0,0,0,0,0,,66,2
1,495,1,1,77,1,0,0,0,0,0,0,0,0,0,0,0,,30,2
1,495,10,2,35,0,0,0,0,0,0,0,0,0,1,0,0,,15,2
1,495,7,2,31,0,0,1,0,0,0,0,0,0,0,0,0,,10,4
1,495,2,1,80,0,1,0,0,0,0,0,0,0,0,0,0,,30,1
2,496,5,1,49,0,0,0,1,0,0,0,0,0,0,0,0,,3,5
2,496,9,2,28,0,0,0,0,0,0,0,0,1,0,0,0,"GROUPEMENT DES FEMME",20,2
2,496,4,2,36,0,0,0,1,0,0,0,0,0,0,0,0,,3,4
2,496,8,1,68,0,1,0,0,0,0,0,0,0,0,0,0,,68,1
2,496,11,2,36,0,0,0,0,0,0,0,0,1,0,0,0,"GROUPEMENT FÉMININ",25,2
2,496,7,2,51,0,0,0,0,0,0,0,0,1,0,0,0,"GROUPEMENT FÉMININ",25,2
2,496,10,2,39,0,0,0,0,0,0,0,0,1,0,0,0,"GROUPEMENT DES FEMME",27,2
2,496,1,1,65,1,0,0,0,0,0,0,0,0,0,0,0,,65,1
2,496,6,1,58,0,0,0,0,0,0,0,0,1,0,0,0,"AGRICULTEUR",58,1
2,496,3,1,45,0,0,0,0,0,0,0,0,1,0,0,0,"agriculteur",3,1
2,496,2,2,52,0,0,0,0,0,0,0,0,0,0,1,0,,36,2
1,497,5,1,26,0,0,0,0,0,0,0,0,1,0,0,0,"Reprèsentant jeunes",26,5
1,497,4,1,51,0,0,0,0,0,0,1,0,0,0,0,0,,51,1
1,497,2,1,21,0,0,0,0,0,0,0,0,1,0,0,0,"Representant parents d'èleves",21,4
1,497,8,1,54,0,0,0,0,0,0,0,0,0,0,0,1,,7,5
1,497,7,1,60,0,1,0,0,0,0,0,0,0,0,0,0,,60,1
1,497,6,2,30,0,0,0,0,0,0,0,0,0,1,0,0,,30,1
1,497,9,2,72,0,0,0,0,0,0,0,0,0,0,1,0,,72,1
1,497,3,2,32,0,0,1,0,0,0,0,0,0,0,0,0,,32,5
1,497,1,1,55,1,0,0,0,0,0,0,0,0,0,0,0,,55,1
2,498,10,1,71,0,1,0,0,0,0,0,0,0,0,0,0,,71,1
2,498,6,2,45,0,0,0,0,0,0,0,0,1,0,0,0,"GROUPEMENT  DES FEMME",35,2
2,498,4,1,61,0,1,0,0,0,0,0,0,0,0,0,0,,60,1
2,498,5,2,48,0,0,0,0,0,0,0,0,1,0,0,0,"REPRÉSENTANTE GROUPEMENTS FÉMININ",30,1
2,498,3,1,27,0,0,0,0,0,0,0,0,1,0,0,0,"representant association des  jeunes",27,4
2,498,1,1,89,1,0,0,0,0,0,0,0,0,0,0,0,,80,1
